year,date,category,country,city,event,line
"1974","19 августа","ussr","СССР","Завидово","departure","В 12Ш! вертолетом вылетел в «Завидово», в 12:ш прибыJr."
"1974","23 августа","ussr","СССР","Астрахань","departure","В 12J:i выехал с дачи на аэродром Внуково-11 в 13Q.1 вылетел и в 140!i прибыл в Астрахань."
"1974","26 августа","ussr","СССР","Заречье","stay","Л.И. -работал на даче в «Заречье», переговорил по телефону с тт. Громыко А.А.,"
"1974","1 сентября","ussr","СССР","Завидово","departure","В 12 ч. 05 м. Л. И. на вертолете вылетел в Завидово."
"1974","6 сентября","ussr","СССР","Новороссийск","departure","Л.И. в 1 QШ1 вылетел в город-герой Новороссийск м я вручения городу ордена Ленина"
"1974","13 сентября","ussr","СССР","Завидово","departure","В 122.1Л.И. выехал в Завидово."
"1974","28 сентября","ussr","СССР","Заречье","departure","Jl.И. 11аходился в Завидово, в 16 ч. 35 мин. прибыл на дачу в Заречье."
"1974","5 октября","foreign","ГДР","Берлин","departure","В 12!.1Л.И. выехал во Внуково-2, откуда самолетом вылетел (в 13:~.;;) в ГДР во главе партийно-правительственной делегации. В li)!J!! Л.И. прибыл в Берлин на аэр"
"1974","10 октября","ussr","СССР","Молдавия","departure","Л.И. -работал на даче, в [{Ш! с а:.родрома Внуково-2 отбыл в Молдавию на"
"1974","11 октября","ussr","СССР","Кишинёв","stay","ЛJ1. находился в г. Кишиневе, где выступил с большой речью на торжественном собрании, llocвящeJIIIOM 50-летию образовают Молдавской ССР и Компартии Молдавии."
"1974","12 октября","ussr","СССР","Молдавия","stay","Jl.ll. находился в Молдавии. fla ра(Jоте были тт. Боголюбов К.М .. Русаков К. В., Блатов А. И."
"1974","13 октября","ussr","СССР","Кишинёв","stay","Л.И. находился в г. Кишиневе."
"1974","19 октября","ussr","СССР","Заречье","departure","Л.И. находился на даче в Заречье. В 1 О ч. 30 м. выехал в Завидово и в 13 ч. 40 мин. нрибыл в Завидово."
"1974","20 октября","ussr","СССР","Завидово","departure","Л.И. находился в Завидово, откуда в 16;ш выехал на дачу."
"1974","24 октября","ussr","СССР","Заречье","departure","В 21ШЛ.И. уехал на дачу в Заречье."
"1974","20 ноября","ussr","СССР","Владивосток","departure","В 23il вылетел спецсамолетом во Владивосток."
"1974","24 ноября","ussr","СССР","Иркутск","departure","В 4.00 25.XI.74 Л.И. вылетел спецсамолетом из Владивостока в Иркутск."
"1974","26 ноября","foreign","Монголия","Улан-Батор","stay","Л.И. находился в Улан-Баторе."
"1974","27 ноября","ussr","СССР","Иркутск","departure","В 1 [\!!!JI.И. и соttровождающие его лица самолетом отбыли из Улан-Батора, в 11~ прttбыли в Иркутск. Вр( ем я] моек[ овское ]."
"1974","27 ноября","ussr","СССР","Заречье","departure","111 приземлились во Внуково-2, где до 2()1!! Л.И. беседовал со встречавшими его товарищами и в 21 !ll! Л.И. приехал на дачу в «Заречье»."
"1974","9 декабря","ussr","СССР","Заречье","stay","Л.И. работал на даче в «Заречье», принял тов. Цуканова Г.Э., переговорил по телефону с тт. Боголюбовым К.М., Чазовым Е.И."
"1974","21 декабря","ussr","СССР","Завидово","departure","В [2JSJ. Л. И. выехал в Завидово."
"1974","23 декабря","ussr","СССР","Заречье","departure","Л.И. находился в «Завидово>>, в 13!Шоттуда выехал и в 14211 прибыл на дачу в «Заречье>>."
"1975","15 марта","foreign","Венгрия","Будапешт","departure","В 1000 Л.И. отбыл в Будапешт по приглашеftИЮ ЦК Венгерской социалистической рабочей парпtи на Xl съезд ВСРП."
"1975","21 марта","ussr","СССР","Заречье","departure","В 19;шЛ.И. выехал в nоликлинику на ул. Грановского 11 в 223!! вернулся в Заре~Н>е."
